media,record,scene,translation_rows,used_hangul,common_glyphs,common_glyph_count,new_glyphs,new_glyph_count,glyph_add_bytes,existing_local_slots,existing_dead_slots,newly_freed_slots,glyph_reclaim_bytes,donor_reclaim_bytes,string_reclaim_bytes,appended_glyph_count,appended_glyph_bytes,string_delta_bytes,string_increase_bytes,text_overflow_bytes,internal_slack_bytes,record_growth_bytes,final_headroom,overflow_bytes,row_ids,confidence,scene_pad_budget,scene_total_growth,scene_final_headroom,scene_overflow_bytes,gcx,pinned_record,string_region_bytes,layout_policy,records,translation_records
codec,,,2,그네렇봤어죠,그네렇봤어,5,죠,1,64,0,0,0,0,0,10,1,64,-10,0,,,,0,54,codec:2179:10|codec:2179:16,confirmed_binary_and_builder_logic,,,,,2179,no,3564,per_gcx_size_preserved; no record relocation,,
codec,,,2,겠나니르모본시아어요있적혹,겠나니르본시아어요있적,11,모혹,2,128,0,0,0,0,0,0,2,128,0,1,,,,0,128,codec:2180:11|codec:2180:10,confirmed_binary_and_builder_logic,,,,,2180,no,3324,per_gcx_size_preserved; no record relocation,,
codec,,,1,군는대로맞서,군는대로서,5,맞,1,64,0,0,0,0,0,25,1,64,-25,0,,,,0,39,codec:2183:13,confirmed_binary_and_builder_logic,,,,,2183,no,3100,per_gcx_size_preserved; no record relocation,,
codec,,,2,그나로를리바본스시신어으이있적탕했혹화,그나로를리바본스시어으이있적,14,신탕했혹화,5,320,0,0,0,0,0,1,5,320,-1,1,,,,0,319,codec:2184:12|codec:2184:10,confirmed_binary_and_builder_logic,,,,,2184,no,3704,per_gcx_size_preserved; no record relocation,,
codec,,,2,나닥러레번본브스인있적지터트호,나러번본브스인있적지터호,12,닥레트,3,192,0,0,0,0,0,0,3,192,0,2,,,,0,192,codec:2185:12|codec:2185:23,confirmed_binary_and_builder_logic,,,,,2185,no,3248,per_gcx_size_preserved; no record relocation,,
codec,,,3,래말메봤어이저접직할,래말봤어이저할,7,메접직,3,192,0,0,0,0,0,38,3,192,-38,0,,,,0,154,codec:2186:21|codec:2186:10|codec:2186:18,confirmed_binary_and_builder_logic,,,,,2186,no,3924,per_gcx_size_preserved; no record relocation,,
codec,,,3,건그나납너뉴는니다도를바봤어에욕착타합,건그나는니다도를바봤어에,12,납너뉴욕착타합,7,448,0,0,0,0,0,37,7,448,-37,0,,,,0,411,codec:2188:35|codec:2188:13|codec:2188:10,confirmed_binary_and_builder_logic,,,,,2188,no,4020,per_gcx_size_preserved; no record relocation,,
codec,,,7,거건게그나놓다됐때래렸를멀본부서시씨아어었였요을있적전좋직쳤하해혹,거건게그나다됐때래를본부서시아어었요을있적좋하해,24,놓렸멀씨였전직쳤혹,9,576,0,0,0,0,0,54,9,576,-54,4,,,,0,522,codec:2192:28|codec:2192:18|codec:2192:11|codec:2192:10|codec:2192:25|codec:2192:16|codec:2192:21,confirmed_binary_and_builder_logic,,,,,2192,no,5180,per_gcx_size_preserved; no record relocation,,
codec,,,1,가대들보시신어에요으있적해혹,가대들보시어에요으있적해,12,신혹,2,128,0,0,0,0,0,0,2,128,12,12,,,,0,140,codec:2193:10,confirmed_binary_and_builder_logic,,,,,2193,no,3028,per_gcx_size_preserved; no record relocation,,
codec,,,2,다데본없요이적트,다데본없요이적,7,트,1,64,0,0,0,0,0,1,1,64,-1,2,,,,0,63,codec:2194:19|codec:2194:11,confirmed_binary_and_builder_logic,,,,,2194,no,4428,per_gcx_size_preserved; no record relocation,,
codec,,,3,럼론말순요종처클,말요,2,럼론순종처클,6,384,0,0,0,0,0,15,6,384,-15,0,,,,0,369,codec:2195:37|codec:2195:15|codec:2195:22,confirmed_binary_and_builder_logic,,,,,2195,no,5280,per_gcx_size_preserved; no record relocation,,
codec,,,3,군그니다봤불상쌍어이입하,군그니다봤상어이입하,10,불쌍,2,128,0,0,0,0,0,20,2,128,-20,0,,,,0,108,codec:2197:22|codec:2197:18|codec:2197:10,confirmed_binary_and_builder_logic,,,,,2197,no,5004,per_gcx_size_preserved; no record relocation,,
codec,,,3,같것게니닌리멀면보봤아어을할,같것게니리면보봤아어을할,12,닌멀,2,128,0,0,0,0,0,46,2,128,-46,0,,,,0,82,codec:2198:16|codec:2198:11|codec:2198:10,confirmed_binary_and_builder_logic,,,,,2198,no,3120,per_gcx_size_preserved; no record relocation,,
codec,,,1,나녕랑본슈시안을인있적켄타프혹,나본시안을인있적프,9,녕랑슈켄타혹,6,384,0,0,0,0,0,0,6,384,0,0,,,,0,384,codec:2199:10,confirmed_binary_and_builder_logic,,,,,2199,no,3640,per_gcx_size_preserved; no record relocation,,
codec,,,1,니아흠,니아,2,흠,1,64,0,0,0,0,0,0,1,64,1,1,,,,0,65,codec:2200:11,confirmed_binary_and_builder_logic,,,,,2200,no,2684,per_gcx_size_preserved; no record relocation,,
codec,,,4,가고그남니닌데도몸보봤상세아어요은의있자작점지진짜해,가고그니데도보봤상세아어요은의있자점지해,20,남닌몸작진짜,6,384,0,0,0,0,0,38,6,384,-38,0,,,,0,346,codec:2201:20|codec:2201:14|codec:2201:10|codec:2201:11,confirmed_binary_and_builder_logic,,,,,2201,no,4236,per_gcx_size_preserved; no record relocation,,
codec,,,2,먹봤시어이혹,봤시어이,4,먹혹,2,128,0,0,0,0,0,9,2,128,-9,0,,,,0,119,codec:2202:16|codec:2202:10,confirmed_binary_and_builder_logic,,,,,2202,no,3612,per_gcx_size_preserved; no record relocation,,
codec,,,1,가구나날는멈본을있적지추,가나날는본을있적지,9,구멈추,3,192,0,0,0,0,0,19,3,192,-19,0,,,,0,173,codec:2203:10,confirmed_binary_and_builder_logic,,,,,2203,no,3068,per_gcx_size_preserved; no record relocation,,
codec,,,6,건깐나는드라를름베보아알야였이잠중큘해,건나는드라를보아알야이해,12,깐름베였잠중큘,7,448,0,0,0,0,0,49,7,448,-49,1,,,,0,399,codec:2204:51|codec:2204:4|codec:2204:17|codec:2204:8|codec:2204:6|codec:2204:13,confirmed_binary_and_builder_logic,,,,,2204,no,3684,per_gcx_size_preserved; no record relocation,,
demo_scene,,10,5,가고군난너는다당데듣러려로름막머신왔요원을음의이장찬처철칭하,가고군난는다데듣러려로머왔요원을음의이하,20,너당름막신장찬처철칭,10,640,,,,0,0,32,,,-32,0,,,,0,106,demo:10:17222276|demo:10:17222632|demo:10:18715640|demo:10:19637924|demo:10:19638116,confirmed_scene_markers_padding_and_builder_logic,534,640,,,,,,,3,3
demo_scene,,13,14,가게고그기끝나대돼래럼로면못발방법보봐성손시싫싶어없었에와완인제죽해,가게고그기나대래로면못방법보봐성시싶어없었에와인제죽해,27,끝돼럼발손싫완,7,448,,,,0,0,243,,,-243,1,,,,0,362,demo:13:50942544|demo:13:50943988|demo:13:52282852|demo:13:52283084|demo:13:52284100|demo:13:52284456|demo:13:52284744|demo:13:53378220|demo:13:53378532|demo:13:53379036|demo:13:53379248|demo:13:53379580|demo:13:53379900|demo:13:54391500,confirmed_scene_markers_padding_and_builder_logic,150,512,,,,,,,5,4
demo_scene,,36,13,가갔걷걸게그끝내놈는다도두든듯디람로른리만말맞명뭐발봐사야어없에엔요윗은이지쪽필하해혁,가게그내는다도디람로리만말명뭐봐사야어없에엔요은이지필하해,29,갔걷걸끝놈두든듯른맞발윗쪽혁,14,896,,,,0,0,155,,,-155,3,,,,0,779,demo:36:189412316|demo:36:190448824|demo:36:191389316|demo:36:191389544|demo:36:191389724|demo:36:191390156|demo:36:191390400|demo:36:191390736|demo:36:191391140|demo:36:191391312|demo:36:192331432|demo:36:192331864|demo:36:192332172,confirmed_scene_markers_padding_and_builder_logic,117,896,,,,,,,10,4
demo_scene,,49,2,구군그누는럼잘지하,군그는잘지하,6,구누럼,3,192,,,,0,0,1,,,2,3,,,,0,187,demo:49:237326980|demo:49:239394732,confirmed_scene_markers_padding_and_builder_logic,5,192,,,,,,,8,2
demo_scene,,61,2,게떻못싣아어에은잖지했,게떻못아어에은지,8,싣잖했,3,192,,,,0,0,39,,,-39,0,,,,0,106,demo:61:277863332|demo:61:277863584,confirmed_scene_markers_padding_and_builder_logic,86,192,,,,,,,6,1
demo_scene,,76,3,거것겠경군그는도돼되럼렇를면배병비아않야어요이있좋직진치크탱파폭하,거것겠군그는도되렇를면아않야어요이있좋크하,21,경돼럼배병비직진치탱파폭,12,768,,,,0,0,16,,,-15,1,,,,0,58,demo:76:388569436|demo:76:389314756|demo:76:389764956,confirmed_scene_markers_padding_and_builder_logic,710,768,,,,,,,4,3
demo_scene,,113,6,거격고는다당데돌돼따락려목못무뭐안온왔의장정추표해,거고는다데돌려못무뭐안왔의정해,15,격당돼따락목온장추표,10,640,,,,0,0,84,,,-84,0,,,,0,442,demo:113:584224788|demo:113:584225136|demo:113:584225356|demo:113:584225580|demo:113:588492648|demo:113:588493024,confirmed_scene_markers_padding_and_builder_logic,198,640,,,,,,,3,2
