media,record,scene,translation_rows,used_hangul,common_glyphs,common_glyph_count,new_glyphs,new_glyph_count,glyph_add_bytes,existing_local_slots,existing_dead_slots,newly_freed_slots,glyph_reclaim_bytes,donor_reclaim_bytes,string_reclaim_bytes,appended_glyph_count,appended_glyph_bytes,string_delta_bytes,string_increase_bytes,text_overflow_bytes,internal_slack_bytes,record_growth_bytes,final_headroom,overflow_bytes,row_ids,confidence,scene_pad_budget,scene_total_growth,scene_final_headroom,scene_overflow_bytes,gcx,pinned_record,string_region_bytes,layout_policy,records,translation_records
codec,,,1,결국궤그내네는니다대도뒤디련렸령면미비상서설소습에여은을이인있적전정져처측케통행황후히,그내네는니다대도디령면미상서설소습에여은을이인있적정행후히,29,결국궤뒤련렸비전져처측케통황,14,896,0,0,0,0,0,42,14,896,-42,0,,,,0,854,codec:1374:77,confirmed_binary_and_builder_logic,,,,,1374,no,8544,per_gcx_size_preserved; no record relocation,,
codec,,,4,고는니다데두리습앞우을응일있쟁전주콘프핵,고는니다데리습우을응일있프,13,두앞쟁전주콘핵,7,448,0,0,0,0,0,20,7,448,-20,0,,,,0,428,codec:1375:45|codec:1375:21|codec:1375:16|codec:1375:15,confirmed_binary_and_builder_logic,,,,,1375,no,4172,per_gcx_size_preserved; no record relocation,,
codec,,,2,가니말아야이인,가니말아야이인,7,,0,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,codec:1380:16|codec:1380:17,confirmed_binary_and_builder_logic,,,,,1380,no,3200,per_gcx_size_preserved; no record relocation,,
codec,,,1,거그냥둘를시야의체,거그둘를시야의,7,냥체,2,128,0,0,0,0,0,24,2,128,-24,0,,,,0,104,codec:1396:15,confirmed_binary_and_builder_logic,,,,,1396,no,2844,per_gcx_size_preserved; no record relocation,,
codec,,,1,다말시실패해,다말시해,4,실패,2,128,0,0,0,0,0,5,2,128,-5,0,,,,0,123,codec:1397:17,confirmed_binary_and_builder_logic,,,,,1397,no,2948,per_gcx_size_preserved; no record relocation,,
codec,,,1,는능니다당발부상성심없위을이입조큰한합해험휘,는니다부상성심없위을이입조한해험,16,능당발큰합휘,6,384,0,0,0,0,0,0,6,384,7,7,,,,0,391,codec:1431:647,confirmed_binary_and_builder_logic,,,,,1431,no,368696,per_gcx_size_preserved; no record relocation,,
codec,,,1,다명백야한해,다명야한해,5,백,1,64,0,0,0,0,0,7,1,64,-7,0,,,,0,57,codec:1449:20,confirmed_binary_and_builder_logic,,,,,1449,no,3176,per_gcx_size_preserved; no record relocation,,
codec,,,1,가것경나니다로말수습실어열였은이있주출탈한,가것나니다로말수습어은이있한,14,경실열였주출탈,7,448,0,0,0,0,0,17,7,448,-17,0,,,,0,431,codec:1465:4526,confirmed_binary_and_builder_logic,,,,,1465,no,367308,per_gcx_size_preserved; no record relocation,,
codec,,,1,그나늪사아워은의주,그나사아은의,6,늪워주,3,192,0,0,0,0,0,19,3,192,-19,0,,,,0,173,codec:1481:10,confirmed_binary_and_builder_logic,,,,,1481,no,2300,per_gcx_size_preserved; no record relocation,,
codec,,,1,가금는닛떤싸어에운유인전제조,가금는어에유인제조,9,닛떤싸운전,5,320,0,0,0,0,0,21,5,320,-21,0,,,,0,299,codec:1491:10,confirmed_binary_and_builder_logic,,,,,1491,no,2648,per_gcx_size_preserved; no record relocation,,
codec,,,1,니다도셨습에좋착하,니다도습에좋하,7,셨착,2,128,0,0,0,0,0,0,2,128,6,6,,,,0,134,codec:1497:10,confirmed_binary_and_builder_logic,,,,,1497,no,2792,per_gcx_size_preserved; no record relocation,,
codec,,,3,니아어에음푸,니아어에음,5,푸,1,64,0,0,0,0,0,3,1,64,-3,2,,,,0,61,codec:1509:30|codec:1509:25|codec:1509:23,confirmed_binary_and_builder_logic,,,,,1509,no,2112,per_gcx_size_preserved; no record relocation,,
codec,,,1,가로말야저출탈한,가로말야저한,6,출탈,2,128,0,0,0,0,0,29,2,128,-29,0,,,,0,99,codec:1512:10,confirmed_binary_and_builder_logic,,,,,1512,no,2272,per_gcx_size_preserved; no record relocation,,
codec,,,1,는들라령만명몰어의,는들라령만명어의,8,몰,1,64,0,0,0,0,0,19,1,64,-19,0,,,,0,45,codec:1516:14,confirmed_binary_and_builder_logic,,,,,1516,no,2644,per_gcx_size_preserved; no record relocation,,
codec,,,1,굴그니다동려로습알은있져,그니다려로습알은있,9,굴동져,3,192,0,0,0,0,0,0,3,192,6,6,,,,0,198,codec:1522:10,confirmed_binary_and_builder_logic,,,,,1522,no,2572,per_gcx_size_preserved; no record relocation,,
codec,,,1,겼당를신어요이,를어요이,4,겼당신,3,192,0,0,0,0,0,0,3,192,9,9,,,,0,201,codec:1523:10,confirmed_binary_and_builder_logic,,,,,1523,no,2836,per_gcx_size_preserved; no record relocation,,
codec,,,1,북숲의쪽,숲의,2,북쪽,2,128,0,0,0,0,0,14,2,128,-14,0,,,,0,114,codec:1531:12,confirmed_binary_and_builder_logic,,,,,1531,no,2124,per_gcx_size_preserved; no record relocation,,
codec,,,1,가로면북야으쪽,가로면야으,5,북쪽,2,128,0,0,0,0,0,14,2,128,-14,0,,,,0,114,codec:1532:10,confirmed_binary_and_builder_logic,,,,,1532,no,2248,per_gcx_size_preserved; no record relocation,,
codec,,,1,걸그런물어왜,그런물어왜,5,걸,1,64,0,0,0,0,0,11,1,64,-11,0,,,,0,53,codec:1540:15,confirmed_binary_and_builder_logic,,,,,1540,no,2344,per_gcx_size_preserved; no record relocation,,
codec,,,9,가같군그네당래매상야연왜우인일정취한해향,가같군그네래상야왜우인일정한해,15,당매연취향,5,320,0,0,0,0,0,163,5,320,-163,1,,,,0,157,codec:1543:40|codec:1543:41|codec:1543:42|codec:1543:43|codec:1543:36|codec:1543:57|codec:1543:20|codec:1543:23|codec:1543:16,confirmed_binary_and_builder_logic,,,,,1543,no,3488,per_gcx_size_preserved; no record relocation,,
codec,,,3,가나데로문물뭔선우있제회,가나데로문물우있제,9,뭔선회,3,192,0,0,0,0,0,18,3,192,-18,0,,,,0,174,codec:1568:16|codec:1568:14|codec:1568:12,confirmed_binary_and_builder_logic,,,,,1568,no,2648,per_gcx_size_preserved; no record relocation,,
codec,,,1,갈관권급들서수야어은이있한,들서수야어은이있한,9,갈관권급,4,256,0,0,0,0,0,50,4,256,-50,0,,,,0,206,codec:1573:11,confirmed_binary_and_builder_logic,,,,,1573,no,2632,per_gcx_size_preserved; no record relocation,,
codec,,,2,고그도보사을이진,고그도보사을이,7,진,1,64,0,0,0,0,0,30,1,64,-30,0,,,,0,34,codec:1579:23|codec:1579:63,confirmed_binary_and_builder_logic,,,,,1579,no,3032,per_gcx_size_preserved; no record relocation,,
codec,,,2,그데런먹안어왜,그데런안어왜,6,먹,1,64,0,0,0,0,0,18,1,64,-18,0,,,,0,46,codec:1582:10|codec:1582:12,confirmed_binary_and_builder_logic,,,,,1582,no,3028,per_gcx_size_preserved; no record relocation,,
codec,,,3,건그날못뭘믿어왜저,건그날못믿어왜저,8,뭘,1,64,0,0,0,0,0,16,1,64,-16,0,,,,0,48,codec:1586:43|codec:1586:17|codec:1586:11,confirmed_binary_and_builder_logic,,,,,1586,no,2532,per_gcx_size_preserved; no record relocation,,
codec,,,1,가고나배아어은작잖팠하,가고나아어은하,7,배작잖팠,4,256,0,0,0,0,0,38,4,256,-38,0,,,,0,218,codec:1597:20,confirmed_binary_and_builder_logic,,,,,1597,no,2792,per_gcx_size_preserved; no record relocation,,
codec,,,1,가그내랬어,가그내랬어,5,,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,codec:1599:13,confirmed_binary_and_builder_logic,,,,,1599,no,1824,per_gcx_size_preserved; no record relocation,,
codec,,,2,가간거낭다될비시인,가간거다될시인,7,낭비,2,128,0,0,0,0,0,6,2,128,-6,0,,,,0,122,codec:1601:18|codec:1601:17,confirmed_binary_and_builder_logic,,,,,1601,no,2488,per_gcx_size_preserved; no record relocation,,
codec,,,1,게데서얻에은이터,게데서에은이터,7,얻,1,64,0,0,0,0,0,5,1,64,-5,0,,,,0,59,codec:1603:10,confirmed_binary_and_builder_logic,,,,,1603,no,2376,per_gcx_size_preserved; no record relocation,,
codec,,,1,고사새와요을의진찍,고사와요을의,6,새진찍,3,192,0,0,0,0,0,33,3,192,-33,0,,,,0,159,codec:1604:12,confirmed_binary_and_builder_logic,,,,,1604,no,2520,per_gcx_size_preserved; no record relocation,,
codec,,,1,가는로야이중,가는로야이,5,중,1,64,0,0,0,0,0,7,1,64,-7,0,,,,0,57,codec:1607:11,confirmed_binary_and_builder_logic,,,,,1607,no,1940,per_gcx_size_preserved; no record relocation,,
codec,,,1,는뜻라무새서야요운이,는뜻라무서야요이,8,새운,2,128,0,0,0,0,0,14,2,128,-14,0,,,,0,114,codec:1613:10,confirmed_binary_and_builder_logic,,,,,1613,no,3608,per_gcx_size_preserved; no record relocation,,
codec,,,1,랫비폼플행,행,1,랫비폼플,4,256,0,0,0,0,0,5,4,256,-5,0,,,,0,251,codec:1623:10,confirmed_binary_and_builder_logic,,,,,1623,no,1936,per_gcx_size_preserved; no record relocation,,
codec,,,2,그러면어죠쩌허,그러면어,4,죠쩌허,3,192,0,0,0,0,0,0,3,192,0,2,,,,0,192,codec:1632:27|codec:1632:13,confirmed_binary_and_builder_logic,,,,,1632,no,2476,per_gcx_size_preserved; no record relocation,,
codec,,,1,대부뽑서수야에예은정특,대부서수야에은정특,9,뽑예,2,128,0,0,0,0,0,44,2,128,-44,0,,,,0,84,codec:1635:10,confirmed_binary_and_builder_logic,,,,,1635,no,2616,per_gcx_size_preserved; no record relocation,,
codec,,,1,과도로변자장학해,도로자해,4,과변장학,4,256,0,0,0,0,0,28,4,256,-28,0,,,,0,228,codec:1641:10,confirmed_binary_and_builder_logic,,,,,1641,no,2208,per_gcx_size_preserved; no record relocation,,
codec,,,1,로변어요장했,로어요,3,변장했,3,192,0,0,0,0,0,9,3,192,-9,0,,,,0,183,codec:1656:10,confirmed_binary_and_builder_logic,,,,,1656,no,2472,per_gcx_size_preserved; no record relocation,,
codec,,,1,가게문보서야열을인척초해,가게문보서야을인해,9,열척초,3,192,0,0,0,0,0,48,3,192,-48,0,,,,0,144,codec:1668:14,confirmed_binary_and_builder_logic,,,,,1668,no,2448,per_gcx_size_preserved; no record relocation,,
codec,,,2,그나네눈는데런은,그나네는데런은,7,눈,1,64,0,0,0,0,0,7,1,64,-7,2,,,,0,57,codec:1674:14|codec:1674:17,confirmed_binary_and_builder_logic,,,,,1674,no,3364,per_gcx_size_preserved; no record relocation,,
codec,,,2,군님다소식어요은이있좋행,군다소어요은이있좋행,10,님식,2,128,0,0,0,0,0,10,2,128,-10,0,,,,0,118,codec:1676:10|codec:1676:15,confirmed_binary_and_builder_logic,,,,,1676,no,2904,per_gcx_size_preserved; no record relocation,,
codec,,,1,수정주특파,수정특,3,주파,2,128,0,0,0,0,0,9,2,128,-9,0,,,,0,119,codec:1688:10,confirmed_binary_and_builder_logic,,,,,1688,no,2048,per_gcx_size_preserved; no record relocation,,
codec,,,1,굉장해,해,1,굉장,2,128,0,0,0,0,0,4,2,128,-4,0,,,,0,124,codec:1689:18,confirmed_binary_and_builder_logic,,,,,1689,no,1836,per_gcx_size_preserved; no record relocation,,
codec,,,1,문서앞에해,문서에해,4,앞,1,64,0,0,0,0,0,40,1,64,-40,0,,,,0,24,codec:1690:11,confirmed_binary_and_builder_logic,,,,,1690,no,1800,per_gcx_size_preserved; no record relocation,,
codec,,,3,그꿈나노도래럴있지,그나도래럴있지,7,꿈노,2,128,0,0,0,0,0,4,2,128,-4,1,,,,0,124,codec:1694:25|codec:1694:14|codec:1694:28,confirmed_binary_and_builder_logic,,,,,1694,no,4784,per_gcx_size_preserved; no record relocation,,
codec,,,1,가되두면모발이폭해,가되면이해,5,두모발폭,4,256,0,0,0,0,0,38,4,256,-38,0,,,,0,218,codec:1700:11,confirmed_binary_and_builder_logic,,,,,1700,no,2220,per_gcx_size_preserved; no record relocation,,
codec,,,2,계대리에우의출탈해획,계대리에우의해획,8,출탈,2,128,0,0,0,0,0,0,2,128,2,2,,,,0,130,codec:1706:12|codec:1706:29,confirmed_binary_and_builder_logic,,,,,1706,no,3432,per_gcx_size_preserved; no record relocation,,
codec,,,2,가당방신요은의,가방요은의,5,당신,2,128,0,0,0,0,0,0,2,128,9,9,,,,0,137,codec:1708:25|codec:1708:16,confirmed_binary_and_builder_logic,,,,,1708,no,2724,per_gcx_size_preserved; no record relocation,,
codec,,,1,각게떻생세어요하,게떻세어요하,6,각생,2,128,0,0,0,0,0,0,2,128,0,0,,,,0,128,codec:1710:11,confirmed_binary_and_builder_logic,,,,,1710,no,2728,per_gcx_size_preserved; no record relocation,,
codec,,,4,가개구도리아알았어에있지,가개도리아알았어에있지,11,구,1,64,0,0,0,0,0,15,1,64,-15,4,,,,0,49,codec:1711:14|codec:1711:45|codec:1711:13|codec:1711:15,confirmed_binary_and_builder_logic,,,,,1711,no,2728,per_gcx_size_preserved; no record relocation,,
codec,,,4,건굴그긴나는다떤럼른생야어얼없요이자잘,건그나는다야어없요이자잘,12,굴긴떤럼른생얼,7,448,0,0,0,0,0,19,7,448,-19,1,,,,0,429,codec:1712:12|codec:1712:10|codec:1712:13|codec:1712:23,confirmed_binary_and_builder_logic,,,,,1712,no,4164,per_gcx_size_preserved; no record relocation,,
codec,,,4,가그나냥너는도력뿐사상심야였요위을의이일자폭하한,가그나는도사상심야요위을의이일자하한,18,냥너력뿐였폭,6,384,0,0,0,0,0,23,6,384,-23,0,,,,0,361,codec:1713:13|codec:1713:20|codec:1713:16|codec:1713:24,confirmed_binary_and_builder_logic,,,,,1713,no,3696,per_gcx_size_preserved; no record relocation,,
codec,,,5,게계그기네다대라래러맡불선에여이지출탈해획,게계그기네다대라래러에여이지해획,16,맡불선출탈,5,320,0,0,0,0,0,29,5,320,-29,0,,,,0,291,codec:1714:10|codec:1714:20|codec:1714:36|codec:1714:13|codec:1714:12,confirmed_binary_and_builder_logic,,,,,1714,no,3448,per_gcx_size_preserved; no record relocation,,
codec,,,4,거걸것고그까는니닙다단리말맞무살숲아엇왜은이입죠주지카틴학해,거것고그까는니다리말무숲아왜은이입지해,19,걸닙단맞살엇죠주카틴학,11,704,0,0,0,0,0,0,11,704,1,21,,,,0,705,codec:1715:15|codec:1715:11|codec:1715:19|codec:1715:17,confirmed_binary_and_builder_logic,,,,,1715,no,4348,per_gcx_size_preserved; no record relocation,,
codec,,,1,래클퍼,래,1,클퍼,2,128,0,0,0,0,0,2,2,128,-2,0,,,,0,126,codec:1729:59,confirmed_binary_and_builder_logic,,,,,1729,no,141628,per_gcx_size_preserved; no record relocation,,
codec,,,1,굴끝는대동로반수에있편,는대로수에있편,7,굴끝동반,4,256,0,0,0,0,0,12,4,256,-12,0,,,,0,244,codec:1737:2181,confirmed_binary_and_builder_logic,,,,,1737,no,141268,per_gcx_size_preserved; no record relocation,,
codec,,,1,깐잠,,0,깐잠,2,128,0,0,0,0,0,14,2,128,-14,0,,,,0,114,codec:1740:1985,confirmed_binary_and_builder_logic,,,,,1740,no,140708,per_gcx_size_preserved; no record relocation,,
codec,,,5,가갔거공기네는능니다대됐둘러렸로를리무발버분불사서아안알야어와으은을이잃장정제조좋죠찰폭하해,가거기네는니다대됐둘러로를리무버분사서아안알야어와으은을이정제조좋하해,35,갔공능렸발불잃장죠찰폭,11,704,0,0,0,0,0,135,11,704,-135,0,,,,0,569,codec:1754:50|codec:1754:29|codec:1754:21|codec:1754:23|codec:1754:30,confirmed_binary_and_builder_logic,,,,,1754,no,5764,per_gcx_size_preserved; no record relocation,,
codec,,,1,그녀말맞아이자좀,그녀말아이자,6,맞좀,2,128,0,0,0,0,0,17,2,128,-17,0,,,,0,111,codec:1755:10,confirmed_binary_and_builder_logic,,,,,1755,no,2936,per_gcx_size_preserved; no record relocation,,
codec,,,1,거그기나다릴서소야에장중하,거그기나다서소야에하,10,릴장중,3,192,0,0,0,0,0,26,3,192,-26,0,,,,0,166,codec:1761:16,confirmed_binary_and_builder_logic,,,,,1761,no,4492,per_gcx_size_preserved; no record relocation,,
codec,,,2,그네는니다렇습어었죽,그네는니다렇습어었죽,10,,0,0,0,0,0,0,0,0,0,0,5,5,,,,0,5,codec:1762:53|codec:1762:25,confirmed_binary_and_builder_logic,,,,,1762,no,5136,per_gcx_size_preserved; no record relocation,,
codec,,,10,가갈거곧그나래리빠빨수야어없올전져체,가거그나래리수야어없올,11,갈곧빠빨전져체,7,448,0,0,0,0,0,409,7,448,-409,0,,,,0,39,codec:1763:66|codec:1763:67|codec:1763:68|codec:1763:69|codec:1763:70|codec:1763:71|codec:1763:72|codec:1763:30|codec:1763:20|codec:1763:22,confirmed_binary_and_builder_logic,,,,,1763,no,4196,per_gcx_size_preserved; no record relocation,,
codec,,,2,걱괜디락아어없연이정찮했,디아어없이정,6,걱괜락연찮했,6,384,0,0,0,0,0,26,6,384,-26,0,,,,0,358,codec:1765:35|codec:1765:11,confirmed_binary_and_builder_logic,,,,,1765,no,2960,per_gcx_size_preserved; no record relocation,,
codec,,,2,개게다를머설아약에이전좋치타폭할,개게다를머설아에이좋할,11,약전치타폭,5,320,0,0,0,0,0,47,5,320,-47,0,,,,0,273,codec:1771:18|codec:1771:12,confirmed_binary_and_builder_logic,,,,,1771,no,3204,per_gcx_size_preserved; no record relocation,,
codec,,,1,둘러서,둘러서,3,,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,codec:1779:15,confirmed_binary_and_builder_logic,,,,,1779,no,2500,per_gcx_size_preserved; no record relocation,,
codec,,,2,가겠나남내다뜻료아알야완을있직할해,가겠나내다뜻아알야을있할해,13,남료완직,4,256,0,0,0,0,0,9,4,256,-9,0,,,,0,247,codec:1782:25|codec:1782:26,confirmed_binary_and_builder_logic,,,,,1782,no,4000,per_gcx_size_preserved; no record relocation,,
codec,,,1,어요잘했,어요잘,3,했,1,64,0,0,0,0,0,1,1,64,-1,0,,,,0,63,codec:1783:14,confirmed_binary_and_builder_logic,,,,,1783,no,3732,per_gcx_size_preserved; no record relocation,,
codec,,,1,기꼭다대산에이해했,기다대에이해,6,꼭산했,3,192,0,0,0,0,0,15,3,192,-15,0,,,,0,177,codec:1788:79,confirmed_binary_and_builder_logic,,,,,1788,no,7852,per_gcx_size_preserved; no record relocation,,
codec,,,1,간과달리번야엔이,간리번야엔이,6,과달,2,128,0,0,0,0,0,7,2,128,-7,0,,,,0,121,codec:1804:10,confirmed_binary_and_builder_logic,,,,,1804,no,2872,per_gcx_size_preserved; no record relocation,,
codec,,,1,게근는때심에적접조할해,게근는때심에적조할해,10,접,1,64,0,0,0,0,0,13,1,64,-13,0,,,,0,51,codec:1807:10,confirmed_binary_and_builder_logic,,,,,1807,no,2560,per_gcx_size_preserved; no record relocation,,
codec,,,1,강니다매보시역우큽피하,니다보시우하,6,강매역큽피,5,320,0,0,0,0,0,12,5,320,-12,0,,,,0,308,codec:1815:12,confirmed_binary_and_builder_logic,,,,,1815,no,2632,per_gcx_size_preserved; no record relocation,,
codec,,,3,건격견공나너니들심아야위을저조한해험,건나니들심아야위을저조한해험,14,격견공너,4,256,0,0,0,0,0,25,4,256,-25,0,,,,0,231,codec:1818:13|codec:1818:12|codec:1818:10,confirmed_binary_and_builder_logic,,,,,1818,no,5004,per_gcx_size_preserved; no record relocation,,
codec,,,1,근심엔전접조중해,근심엔조해,5,전접중,3,192,0,0,0,0,0,33,3,192,-33,0,,,,0,159,codec:1822:11,confirmed_binary_and_builder_logic,,,,,1822,no,2164,per_gcx_size_preserved; no record relocation,,
codec,,,3,그럼말벌어죠쩌,그말어,3,럼벌죠쩌,4,256,0,0,0,0,0,5,4,256,-5,2,,,,0,251,codec:1837:18|codec:1837:15|codec:1837:13,confirmed_binary_and_builder_logic,,,,,1837,no,3312,per_gcx_size_preserved; no record relocation,,
codec,,,1,구꾸량를식유을준지해히,를유을지해히,6,구꾸량식준,5,320,0,0,0,0,0,29,5,320,-29,0,,,,0,291,codec:1846:11,confirmed_binary_and_builder_logic,,,,,1846,no,2700,per_gcx_size_preserved; no record relocation,,
codec,,,4,그나녕도래멋아안야잖지,그나도래아안야지,8,녕멋잖,3,192,0,0,0,0,0,19,3,192,-19,1,,,,0,173,codec:1854:12|codec:1854:13|codec:1854:10|codec:1854:16,confirmed_binary_and_builder_logic,,,,,1854,no,3156,per_gcx_size_preserved; no record relocation,,
codec,,,1,고쉬어하,고어하,3,쉬,1,64,0,0,0,0,0,17,1,64,-17,0,,,,0,47,codec:1860:11,confirmed_binary_and_builder_logic,,,,,1860,no,2124,per_gcx_size_preserved; no record relocation,,
codec,,,2,눈도료른못서에오쪽치해,도못서에해,5,눈료른오쪽치,6,384,0,0,0,0,0,19,6,384,-19,0,,,,0,365,codec:1861:10|codec:1861:13,confirmed_binary_and_builder_logic,,,,,1861,no,2560,per_gcx_size_preserved; no record relocation,,
codec,,,1,대무슨체,대무슨,3,체,1,64,0,0,0,0,0,2,1,64,-2,0,,,,0,62,codec:1864:17,confirmed_binary_and_builder_logic,,,,,1864,no,2392,per_gcx_size_preserved; no record relocation,,
codec,,,1,게겠는면모보습어에여을좋주초토하,게겠는면보습어에여을좋하,12,모주초토,4,256,0,0,0,0,0,18,4,256,-18,0,,,,0,238,codec:1865:10,confirmed_binary_and_builder_logic,,,,,1865,no,3148,per_gcx_size_preserved; no record relocation,,
codec,,,1,도마아요,도마아요,4,,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,2,codec:1912:24,confirmed_binary_and_builder_logic,,,,,1912,no,2208,per_gcx_size_preserved; no record relocation,,
codec,,,1,다맞아,다아,2,맞,1,64,0,0,0,0,0,3,1,64,-3,0,,,,0,61,codec:1990:25,confirmed_binary_and_builder_logic,,,,,1990,no,2432,per_gcx_size_preserved; no record relocation,,
codec,,,3,가그기는다도뛰몇문미씩인전터해,가그기는다도문미인터해,11,뛰몇씩전,4,256,0,0,0,0,0,29,4,256,-29,4,,,,0,227,codec:2022:70|codec:2022:23|codec:2022:13,confirmed_binary_and_builder_logic,,,,,2022,no,5276,per_gcx_size_preserved; no record relocation,,
codec,,,1,그땠래맛서어이,그래서어이,5,땠맛,2,128,0,0,0,0,0,2,2,128,-2,0,,,,0,126,codec:2029:13,confirmed_binary_and_builder_logic,,,,,2029,no,2460,per_gcx_size_preserved; no record relocation,,
codec,,,1,고그네또리요,고그네또리요,6,,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,codec:2046:75,confirmed_binary_and_builder_logic,,,,,2046,no,2488,per_gcx_size_preserved; no record relocation,,
codec,,,1,겠니다습알,겠니다습알,5,,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,2,codec:2073:12,confirmed_binary_and_builder_logic,,,,,2073,no,1988,per_gcx_size_preserved; no record relocation,,
codec,,,1,다료수시있즉치할,다수시있할,5,료즉치,3,192,0,0,0,0,0,12,3,192,-12,0,,,,0,180,codec:2092:11,confirmed_binary_and_builder_logic,,,,,2092,no,2432,per_gcx_size_preserved; no record relocation,,
codec,,,1,기도맞면상에으을입총해,기도면상에으을입해,9,맞총,2,128,0,0,0,0,0,30,2,128,-30,0,,,,0,98,codec:2097:10,confirmed_binary_and_builder_logic,,,,,2097,no,2648,per_gcx_size_preserved; no record relocation,,
codec,,,1,몸봐좀,봐,1,몸좀,2,128,0,0,0,0,0,9,2,128,-9,0,,,,0,119,codec:2102:10,confirmed_binary_and_builder_logic,,,,,2102,no,1908,per_gcx_size_preserved; no record relocation,,
codec,,,1,대리빨애없최한,대리없한,4,빨애최,3,192,0,0,0,0,0,30,3,192,-30,0,,,,0,162,codec:2103:12,confirmed_binary_and_builder_logic,,,,,2103,no,2124,per_gcx_size_preserved; no record relocation,,
codec,,,1,내는로먼빼살상을저처칼화,내는로상을저,6,먼빼살처칼화,6,384,0,0,0,0,0,33,6,384,-33,0,,,,0,351,codec:2108:11,confirmed_binary_and_builder_logic,,,,,2108,no,2536,per_gcx_size_preserved; no record relocation,,
codec,,,5,거게그기길널다라러멈바보봐서심않야엔위음잘조지춰치켜해,거게그기다라러바보봐서심않야엔위음잘조지해,21,길널멈춰치켜,6,384,0,0,0,0,0,38,6,384,-38,2,,,,0,346,codec:2113:22|codec:2113:18|codec:2113:19|codec:2113:33|codec:2113:40,confirmed_binary_and_builder_logic,,,,,2113,no,6720,per_gcx_size_preserved; no record relocation,,
codec,,,8,가같걸것관그네대도드뜻렇론마말맞명물부상아않알왜은을음이인죠지진코한휘,가같것그네대도드뜻렇마말명물부상아않알왜은을음이인지코한,28,걸관론맞죠진휘,7,448,0,0,0,0,0,42,7,448,-42,1,,,,0,406,codec:2114:90|codec:2114:33|codec:2114:15|codec:2114:16|codec:2114:19|codec:2114:29|codec:2114:12|codec:2114:17,confirmed_binary_and_builder_logic,,,,,2114,no,4940,per_gcx_size_preserved; no record relocation,,
codec,,,1,나상이있증,나상이있,4,증,1,64,0,0,0,0,0,1,1,64,-1,0,,,,0,63,codec:2116:13,confirmed_binary_and_builder_logic,,,,,2116,no,3216,per_gcx_size_preserved; no record relocation,,
codec,,,5,가거까나난니다대로물미밝분사생안에유의이임자적전졌중학해혀,가거까나난니다대로물미분사안에유의이임자적해,22,밝생전졌중학혀,7,448,0,0,0,0,0,116,7,448,-116,1,,,,0,332,codec:2117:13|codec:2117:24|codec:2117:100|codec:2117:18|codec:2117:41,confirmed_binary_and_builder_logic,,,,,2117,no,9416,per_gcx_size_preserved; no record relocation,,
codec,,,1,너는니다로리메보에이입제지충칼트,는니다로리보에이입제지,11,너메충칼트,5,320,0,0,0,0,0,16,5,320,-16,0,,,,0,304,codec:2128:30,confirmed_binary_and_builder_logic,,,,,2128,no,3488,per_gcx_size_preserved; no record relocation,,
codec,,,10,같것게겨군그깝나났냥네는니닌다당데디럼를마많말무뭔법보본봐상서속슨신아안알어없영예요원은의이일입적정좀좋죠즐타화,같것게군그깝나네는니다데디를마말무법보본봐상서슨아안알어없요원은의이일입적정좋,39,겨났냥닌당럼많뭔속신영예좀죠즐타화,17,1088,0,0,0,0,0,79,17,1088,-79,5,,,,0,1009,codec:2173:35|codec:2173:19|codec:2173:12|codec:2173:16|codec:2173:11|codec:2173:28|codec:2173:40|codec:2173:42|codec:2173:26|codec:2173:34,confirmed_binary_and_builder_logic,,,,,2173,no,6796,per_gcx_size_preserved; no record relocation,,
codec,,,5,가걱건고그까나니들라런례르를마말무부서아않어왜요워을음정줘지처합해,가건고그까나니들라런르를마말무부서아않어왜요을음정지해,27,걱례워줘처합,6,384,0,0,0,0,0,19,6,384,-19,5,,,,0,365,codec:2175:36|codec:2175:18|codec:2175:22|codec:2175:11|codec:2175:62,confirmed_binary_and_builder_logic,,,,,2175,no,4776,per_gcx_size_preserved; no record relocation,,
codec,,,3,겠군그네농담럼못보없운이지,겠군그네못보없이지,9,농담럼운,4,256,0,0,0,0,0,39,4,256,-39,0,,,,0,217,codec:2176:21|codec:2176:42|codec:2176:27,confirmed_binary_and_builder_logic,,,,,2176,no,5432,per_gcx_size_preserved; no record relocation,,
codec,,,2,고기나니들라마막보셨씨아않어억요이쟁전지,고기나니들라마보아않어요이지,14,막셨씨억쟁전,6,384,0,0,0,0,0,3,6,384,-3,3,,,,0,381,codec:2177:11|codec:2177:10,confirmed_binary_and_builder_logic,,,,,2177,no,3464,per_gcx_size_preserved; no record relocation,,
codec,,,2,겠고그날는니다래럴렇말수습아없오요이지할,겠고그날는니다래럴렇말수습아없요이지할,19,오,1,64,0,0,0,0,0,0,1,64,13,15,,,,0,77,codec:2178:11|codec:2178:19,confirmed_binary_and_builder_logic,,,,,2178,no,3944,per_gcx_size_preserved; no record relocation,,
