media,record,scene,translation_rows,used_hangul,common_glyphs,common_glyph_count,new_glyphs,new_glyph_count,glyph_add_bytes,existing_local_slots,existing_dead_slots,newly_freed_slots,glyph_reclaim_bytes,donor_reclaim_bytes,string_reclaim_bytes,appended_glyph_count,appended_glyph_bytes,string_delta_bytes,string_increase_bytes,text_overflow_bytes,internal_slack_bytes,record_growth_bytes,final_headroom,overflow_bytes,row_ids,confidence,scene_pad_budget,scene_total_growth,scene_final_headroom,scene_overflow_bytes
demo,219,83,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1013,0,1013,0
demo,220,83,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1013,0,1013,0
demo,221,84,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,790,0,790,0
demo,222,84,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,790,0,790,0
demo,223,84,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,790,0,790,0
demo,224,85,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,278,0,278,0
demo,225,86,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1094,64,1030,0
demo,226,86,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1094,64,1030,0
demo,227,86,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1094,64,1030,0
demo,228,86,1,놈,,0,놈,1,64,0,0,0,0,0,1,1,64,-1,0,0,0,64,0,0,demo:86:445290960,confirmed_binary_and_builder_logic,1094,64,1030,0
demo,229,87,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1782,320,1462,0
demo,230,87,2,가건기나너다됐리비앙야어에을있준중지편해,가건기나다됐리야어에을있지편해,15,너비앙준중,5,320,0,0,0,0,0,46,5,320,-46,0,0,0,320,0,0,demo:87:448777220|demo:87:448777588,confirmed_binary_and_builder_logic,1782,320,1462,0
demo,231,89,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1254,0,1254,0
demo,232,90,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1558,0,1558,0
demo,233,91,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,166,0,166,0
demo,234,93,4,건게겨그나내널단래맡믿싸어움은이있조하,건게그나내래믿어은이있조하,13,겨널단맡싸움,6,384,0,0,0,0,0,16,6,384,-16,0,0,0,384,0,0,demo:93:478066232|demo:93:478066356|demo:93:478066552|demo:93:478067252,confirmed_binary_and_builder_logic,486,384,102,0
demo,235,93,1,가자,가자,2,,0,0,0,0,0,0,0,7,0,0,-7,0,0,0,0,0,0,demo:93:483963988,confirmed_binary_and_builder_logic,486,384,102,0
demo,236,94,2,냐뭐,뭐,1,냐,1,64,0,0,0,0,0,2,1,64,-2,0,0,0,64,0,0,demo:94:485074704|demo:94:485074964,confirmed_binary_and_builder_logic,614,64,550,0
demo,237,95,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,614,0,614,0
demo,238,96,3,가길당어장제젠했,가어제,3,길당장젠했,5,320,0,0,0,0,0,8,5,320,-8,0,0,0,320,0,0,demo:96:499360000|demo:96:499360208|demo:96:499360352,confirmed_binary_and_builder_logic,709,704,5,0
demo,239,96,5,가괜기나난다려서아야여자줘찮해,가기나난다려서아야여자해,12,괜줘찮,3,192,0,0,0,0,0,44,3,192,-44,1,0,0,192,0,0,demo:96:504183928|demo:96:504184356|demo:96:504184512|demo:96:504185036|demo:96:504185256,confirmed_binary_and_builder_logic,709,704,5,0
demo,240,96,5,가군네뜻무믿수슨야없요을응이필해,가군네뜻무믿수슨야없요을응이필해,16,,0,0,0,0,0,0,0,13,0,0,-13,1,1,0,0,0,1,demo:96:505670272|demo:96:505670404|demo:96:505670900|demo:96:505671496|demo:96:505671660,confirmed_binary_and_builder_logic,709,704,5,0
demo,241,96,2,가네몰못선아요자필해혼,가네못아요자필해,8,몰선혼,3,192,0,0,0,0,0,10,3,192,-10,1,1,0,192,0,1,demo:96:506710408|demo:96:506710648,confirmed_binary_and_builder_logic,709,704,5,0
demo,242,97,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1814,0,1814,0
demo,243,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,244,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,245,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,246,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,247,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,248,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,249,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,250,101,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1269,0,1269,0
demo,251,102,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,0,1030,0
demo,252,102,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,0,1030,0
demo,253,102,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,0,1030,0
demo,254,102,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,0,1030,0
demo,255,102,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,0,1030,0
demo,256,103,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,742,0,742,0
demo,257,104,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,758,0,758,0
demo,258,104,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,758,0,758,0
demo,259,105,2,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,demo:105:533693500|demo:105:533693624,confirmed_binary_and_builder_logic,293,0,293,0
demo,260,105,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,293,0,293,0
demo,261,105,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,293,0,293,0
demo,262,108,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,326,0,326,0
demo,263,109,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,934,0,934,0
demo,264,110,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,326,0,326,0
demo,265,111,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1382,0,1382,0
demo,266,112,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,790,0,790,0
demo,267,113,4,거격고는다당데돌돼따려목못무안왔의장정추표해,거고는다데돌려못무안왔의정해,14,격당돼따목장추표,8,512,0,0,0,0,0,77,8,512,-77,0,0,0,512,0,0,demo:113:584224788|demo:113:584225136|demo:113:584225356|demo:113:584225580,confirmed_binary_and_builder_logic,198,640,0,442
demo,268,113,2,락뭐온,뭐,1,락온,2,128,0,0,0,0,0,7,2,128,-7,0,0,0,128,0,0,demo:113:588492648|demo:113:588493024,confirmed_binary_and_builder_logic,198,640,0,442
demo,269,113,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,198,640,0,442
demo,270,115,1,거로야어이제쩔,거로야어이제,6,쩔,1,64,0,0,0,0,0,30,1,64,-30,0,0,0,64,0,0,demo:115:595652052,confirmed_binary_and_builder_logic,278,256,22,0
demo,271,115,5,것구그누니도들말면아안어이젠,것그니도들말면아안어이,11,구누젠,3,192,0,0,0,0,0,53,3,192,-53,0,0,0,192,0,0,demo:115:596950340|demo:115:596950624|demo:115:596950820|demo:115:596951144|demo:115:596951344,confirmed_binary_and_builder_logic,278,256,22,0
demo,272,116,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1398,0,1398,0
demo,273,116,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1398,0,1398,0
demo,274,117,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1222,0,1222,0
demo,275,117,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1222,0,1222,0
demo,276,117,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1222,0,1222,0
demo,277,118,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,966,0,966,0
demo,278,119,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1206,0,1206,0
demo,279,119,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1206,0,1206,0
demo,280,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,281,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,282,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,283,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,284,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,285,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,286,120,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1654,0,1654,0
demo,287,127,2,나는됐비자준,나는됐자,4,비준,2,128,0,0,0,0,0,9,2,128,-9,0,0,0,128,0,0,demo:127:638620436|demo:127:638620608,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,288,127,2,고과구기름목시압야양에역재정중지체표현,고기시야에정지,7,과구름목압양역재중체표현,12,768,0,0,0,0,0,18,12,768,-18,0,0,0,768,0,0,demo:127:641609656|demo:127:641609924,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,289,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,290,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,291,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,292,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,293,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,294,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,295,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,296,127,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1974,896,1078,0
demo,297,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,298,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,299,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,300,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,301,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,302,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,303,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,304,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,305,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,306,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,307,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,308,128,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1205,0,1205,0
demo,309,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,310,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,311,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,312,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,313,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,314,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,315,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,316,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,317,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,318,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,319,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,320,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,321,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,322,129,2,겠끝나너도라먹면사어은좋줘,겠나도라면사어은좋,9,끝너먹줘,4,256,0,0,0,0,0,41,4,256,-41,0,0,0,256,0,0,demo:129:729433704|demo:129:729433996,confirmed_binary_and_builder_logic,1030,768,262,0
demo,323,129,3,군기딱생선술쓰이회,군기이,3,딱생선술쓰회,6,384,0,0,0,0,0,18,6,384,-18,0,0,0,384,0,0,demo:129:733374092|demo:129:733374252|demo:129:733374568,confirmed_binary_and_builder_logic,1030,768,262,0
demo,324,129,1,괜아찮,아,1,괜찮,2,128,0,0,0,0,0,11,2,128,-11,0,0,0,128,0,0,demo:129:736978132,confirmed_binary_and_builder_logic,1030,768,262,0
demo,325,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,326,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,327,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,328,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,329,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,330,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,331,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
demo,332,129,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1030,768,262,0
