src,dst,kind,status,error
analysis/ps2_korean/local_glyph_ocr/glyphs/0453_ab9955277fe3.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0453_ab9955277fe3.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0454_ab9ea4a83477.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0454_ab9ea4a83477.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0455_abfc934a9b5a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0455_abfc934a9b5a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0456_ac1c21483d03.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0456_ac1c21483d03.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0457_ac5b267860c4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0457_ac5b267860c4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0458_ac687a45aa38.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0458_ac687a45aa38.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0459_ac8d2e890f88.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0459_ac8d2e890f88.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0460_ac94b432d7cb.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0460_ac94b432d7cb.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0461_ad4c4213614a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0461_ad4c4213614a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0462_ad5b910c3082.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0462_ad5b910c3082.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0463_ad6e18669b56.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0463_ad6e18669b56.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0464_adc576ae0e36.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0464_adc576ae0e36.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0465_ae6544637e27.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0465_ae6544637e27.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0466_ae7b3b7d18cc.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0466_ae7b3b7d18cc.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0467_aed725a5de4d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0467_aed725a5de4d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0468_aee80b5aff13.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0468_aee80b5aff13.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0469_aef7320d77f1.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0469_aef7320d77f1.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0470_af4c3b98ddee.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0470_af4c3b98ddee.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0471_b04c0e84bf59.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0471_b04c0e84bf59.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0472_b0b49874ffc9.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0472_b0b49874ffc9.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0473_b0cd96e02797.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0473_b0cd96e02797.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0474_b1004f558d2a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0474_b1004f558d2a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0475_b18fead0810c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0475_b18fead0810c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0476_b1f2607ffc59.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0476_b1f2607ffc59.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0477_b21fdf83dad6.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0477_b21fdf83dad6.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0478_b258ee8cf646.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0478_b258ee8cf646.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0479_b26b3001313d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0479_b26b3001313d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0480_b27342308e48.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0480_b27342308e48.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0481_b2d365617ea4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0481_b2d365617ea4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0482_b36d2db28050.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0482_b36d2db28050.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0483_b408e8f5a491.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0483_b408e8f5a491.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0484_b4670ba2d421.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0484_b4670ba2d421.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0485_b490cfbd9859.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0485_b490cfbd9859.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0486_b4a7c9ee9b33.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0486_b4a7c9ee9b33.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0487_b4be6ea7254d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0487_b4be6ea7254d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0488_b53e484ad151.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0488_b53e484ad151.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0489_b553a0eab7ec.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0489_b553a0eab7ec.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0490_b574255ec2a3.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0490_b574255ec2a3.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0491_b58976ee74e4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0491_b58976ee74e4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0492_b6761340aeac.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0492_b6761340aeac.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0493_b67841cf8bf1.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0493_b67841cf8bf1.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0494_b6bb74b3477d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0494_b6bb74b3477d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0495_b73e126b2207.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0495_b73e126b2207.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0496_b74cc567e4bf.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0496_b74cc567e4bf.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0497_b75e55214c5f.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0497_b75e55214c5f.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0498_b7618d2d4e61.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0498_b7618d2d4e61.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0499_b8825bab5330.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0499_b8825bab5330.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0500_b8abf4959507.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0500_b8abf4959507.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0501_b8c1c09a3f43.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0501_b8c1c09a3f43.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0502_b8e0902f6572.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0502_b8e0902f6572.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0503_b920819c14de.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0503_b920819c14de.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0504_ba1310515d5b.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0504_ba1310515d5b.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0505_ba56e6ef5292.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0505_ba56e6ef5292.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0506_ba7cc6d9909a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0506_ba7cc6d9909a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0507_bb9e507da016.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0507_bb9e507da016.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0508_bc5e38831f22.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0508_bc5e38831f22.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0509_bc83493d8506.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0509_bc83493d8506.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0510_bccd0a811b76.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0510_bccd0a811b76.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0511_bceb533f1c03.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0511_bceb533f1c03.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0512_bd012b51d5bc.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0512_bd012b51d5bc.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0513_be1e5bad1618.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0513_be1e5bad1618.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0514_be4b118c51ba.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0514_be4b118c51ba.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0515_bf19e7609453.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0515_bf19e7609453.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0516_bf2926b2307f.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0516_bf2926b2307f.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0517_bf5dd11f6935.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0517_bf5dd11f6935.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0518_bfc00469f00c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0518_bfc00469f00c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0519_bfddec67b8b4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0519_bfddec67b8b4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0520_c01ddce1b97f.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0520_c01ddce1b97f.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0521_c2b4c3b31798.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0521_c2b4c3b31798.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0522_c2c38d341c33.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0522_c2c38d341c33.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0523_c3a6f2a47488.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0523_c3a6f2a47488.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0524_c3aff9770ec4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0524_c3aff9770ec4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0525_c48a407ca027.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0525_c48a407ca027.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0526_c4a710fc75bd.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0526_c4a710fc75bd.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0527_c4d625bc0572.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0527_c4d625bc0572.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0528_c4d696ab0624.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0528_c4d696ab0624.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0529_c4f8aacfe4b4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0529_c4f8aacfe4b4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0530_c545604b6729.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0530_c545604b6729.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0531_c5491f09acbd.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0531_c5491f09acbd.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0532_c5c351f549cc.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0532_c5c351f549cc.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0533_c5f2af9b018a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0533_c5f2af9b018a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0534_c6e0d6b4513b.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0534_c6e0d6b4513b.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0535_c70e22d9e5b2.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0535_c70e22d9e5b2.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0536_c721dee855e1.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0536_c721dee855e1.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0537_c7c000034286.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0537_c7c000034286.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0538_c7ea486c6d5c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0538_c7ea486c6d5c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0539_c8065cf5e2da.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0539_c8065cf5e2da.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0540_c823a96aee1e.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0540_c823a96aee1e.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0541_c8255c696c9d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0541_c8255c696c9d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0542_c86a358006b3.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0542_c86a358006b3.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0543_c8fd5fd7c6a2.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0543_c8fd5fd7c6a2.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0544_c9dfd386e24a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0544_c9dfd386e24a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0545_ca15ba891eb5.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0545_ca15ba891eb5.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0546_caaa5bd8bc9f.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0546_caaa5bd8bc9f.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0547_cabfba18ca69.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0547_cabfba18ca69.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0548_cad875409ec9.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0548_cad875409ec9.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0549_cb07388a7495.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0549_cb07388a7495.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0550_cb2f2e034d72.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0550_cb2f2e034d72.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0551_cb3a41591054.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0551_cb3a41591054.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0552_cc15b8e6bd7c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0552_cc15b8e6bd7c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0553_cd1ac60b8ff2.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0553_cd1ac60b8ff2.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0554_cd37371979ee.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0554_cd37371979ee.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0555_cd518ec1cb41.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0555_cd518ec1cb41.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0556_cd8a6d9e0abb.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0556_cd8a6d9e0abb.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0557_ce68c563d808.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0557_ce68c563d808.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0558_cef6df2885c8.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0558_cef6df2885c8.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0559_cf4fd6c14ccc.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0559_cf4fd6c14ccc.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0560_cf6fb63de86c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0560_cf6fb63de86c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0561_d00fed0232e0.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0561_d00fed0232e0.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0562_d13f772d8822.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0562_d13f772d8822.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0563_d1f6714b475c.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0563_d1f6714b475c.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0564_d25c6f136bf2.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0564_d25c6f136bf2.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0565_d2661c6e6513.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0565_d2661c6e6513.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0566_d2d1afe8bc63.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0566_d2d1afe8bc63.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0567_d33feac8a0e5.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0567_d33feac8a0e5.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0568_d39a71ecfb73.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0568_d39a71ecfb73.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0569_d3b28fd66af2.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0569_d3b28fd66af2.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0570_d403e3d717bf.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0570_d403e3d717bf.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0571_d435ff484bce.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0571_d435ff484bce.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0572_d43a7fdffa21.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0572_d43a7fdffa21.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0573_d4f1e5fb491f.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0573_d4f1e5fb491f.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0574_d5990a8f3bfd.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0574_d5990a8f3bfd.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0575_d5bf81b7fe57.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0575_d5bf81b7fe57.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0576_d5d349fe1855.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0576_d5d349fe1855.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0577_d6f6c792c5e4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0577_d6f6c792c5e4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0578_d74fdfe3b4bd.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0578_d74fdfe3b4bd.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0579_d80f501f56fa.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0579_d80f501f56fa.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0580_d850b0658dfa.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0580_d850b0658dfa.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0581_d929bdf97d19.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0581_d929bdf97d19.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0582_d9c0825e9916.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0582_d9c0825e9916.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0583_d9d361cff060.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0583_d9d361cff060.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0584_d9f900ed5f2a.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0584_d9f900ed5f2a.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0585_daa047e55233.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0585_daa047e55233.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0586_daab3c5d95b1.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0586_daab3c5d95b1.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0587_dbe0814b6507.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0587_dbe0814b6507.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0588_dbf32cfff3e9.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0588_dbf32cfff3e9.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0589_dc3bc5fac671.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0589_dc3bc5fac671.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0590_dc4bfc2daea5.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0590_dc4bfc2daea5.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0591_dcd6cc485207.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0591_dcd6cc485207.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0592_dd994c91ec89.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0592_dd994c91ec89.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0593_ddc0a9fda21d.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0593_ddc0a9fda21d.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0594_ddcfc8adf5d4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0594_ddcfc8adf5d4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0595_dde13502cbb9.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0595_dde13502cbb9.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0596_de4cbb958090.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0596_de4cbb958090.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0597_de642586f7b7.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0597_de642586f7b7.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0598_dea18d33eff0.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0598_dea18d33eff0.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0599_df1b755bd657.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0599_df1b755bd657.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0600_df1f13e6abb4.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0600_df1f13e6abb4.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0601_dfc129616de3.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0601_dfc129616de3.png,FILE,OK,
analysis/ps2_korean/local_glyph_ocr/glyphs/0602_e0212d570282.png,experiments/_loose/ps2_korean/local_glyph_ocr/glyphs/0602_e0212d570282.png,FILE,OK,
